ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-05,-2.01918,0.6893493276732001,1.3490059603566236,-2.01918,-2.01918,3.0173476569557813,3.0173476569557813,3.0173476569557813,-0.11556619999961501,-0.11556619999961501,-0.11556619999961501,3.1329138569553967,3.1329138569553967,3.1329138569553967,0.0,0.0,0.0,0.9981676569557814
2023-01-08,-2.031754443686007,0.6109659463888256,1.3849146021936303,-2.031754443686007,-2.031754443686007,3.0445563833911584,3.0445563833911584,3.0445563833911584,0.13046232007004158,0.13046232007004158,0.13046232007004158,2.914094063321117,2.914094063321117,2.914094063321117,0.0,0.0,0.0,1.0128019397051515
2023-01-21,-2.086243699658703,0.5242594245015166,1.2766843971320272,-2.086243699658703,-2.086243699658703,2.9937921027587873,2.9937921027587873,2.9937921027587873,0.154333887849368,0.154333887849368,0.154333887849368,2.8394582149094196,2.8394582149094196,2.8394582149094196,0.0,0.0,0.0,0.9075484031000842
2023-01-27,-2.111392587107858,0.827555524317644,1.5578517970863373,-2.111392587107858,-2.111392587107858,3.300410703355718,3.300410703355718,3.300410703355718,-0.07072062386803274,-0.07072062386803274,-0.07072062386803274,3.371131327223754,3.371131327223754,3.371131327223754,0.0,0.0,0.0,1.1890181162478601
2023-02-01,-2.132349993315487,1.0059959304808184,1.712284715290993,-2.132349993315487,-2.132349993315487,3.5061235980815155,3.5061235980815155,3.5061235980815155,-0.10615713521205153,-0.10615713521205153,-0.10615713521205153,3.61228073329357,3.61228073329357,3.61228073329357,0.0,0.0,0.0,1.3737736047660287
2023-02-02,-2.136541474575459,0.9976608837242836,1.7568691863880963,-2.136541474575459,-2.136541474575459,3.5081425593374043,3.5081425593374043,3.5081425593374043,-0.11556620000032997,-0.11556620000032997,-0.11556620000032997,3.623708759337731,3.623708759337731,3.623708759337731,0.0,0.0,0.0,1.371601084761945
2023-02-09,-2.165881843395264,0.7904516752024219,1.520962324891524,-2.165881843395264,-2.165881843395264,3.3148451821578213,3.3148451821578213,3.3148451821578213,-0.11556620000050871,-0.11556620000050871,-0.11556620000050871,3.4304113821583293,3.4304113821583293,3.4304113821583293,0.0,0.0,0.0,1.1489633387625573
2023-02-10,-2.1700733246759323,0.7693864420835006,1.5131112728279736,-2.1700733246759323,-2.1700733246759323,3.3109268772156355,3.3109268772156355,3.3109268772156355,-0.07072062386726746,-0.07072062386726746,-0.07072062386726746,3.381647501082906,3.381647501082906,3.381647501082906,0.0,0.0,0.0,1.1408535525397032
2023-02-15,-2.1910307310792727,0.5046641283776504,1.278391498534649,-2.1910307310792727,-2.1910307310792727,3.0607958424776207,3.0607958424776207,3.0607958424776207,-0.10615713521219149,-0.10615713521219149,-0.10615713521219149,3.16695297768981,3.16695297768981,3.16695297768981,0.0,0.0,0.0,0.869765111398348
2023-02-24,-2.2287540626533975,0.523992635167874,1.237536856873702,-2.2287540626533975,-2.2287540626533975,3.0960700681306124,3.0960700681306124,3.0960700681306124,-0.07072062386765449,-0.07072062386765449,-0.07072062386765449,3.1667906919982665,3.1667906919982665,3.1667906919982665,0.0,0.0,0.0,0.8673160054772149
2023-03-03,-2.2580944316554943,0.7185364434961268,1.4533542980201235,-2.2580944316554943,-2.2580944316554943,3.3293287431212324,3.3293287431212324,3.3293287431212324,-0.07072062386727185,-0.07072062386727185,-0.07072062386727185,3.4000493669885046,3.4000493669885046,3.4000493669885046,0.0,0.0,0.0,1.071234311465738
2023-03-05,-2.266477394218691,0.957482934614029,1.6907087405161305,-2.266477394218691,-2.266477394218691,3.5891527205644467,3.5891527205644467,3.5891527205644467,0.1304623200695461,0.1304623200695461,0.1304623200695461,3.458690400494901,3.458690400494901,3.458690400494901,0.0,0.0,0.0,1.3226753263457556
2023-03-06,-2.2706688755002893,0.6950016441704997,1.457568851378834,-2.2706688755002893,-2.2706688755002893,3.3342403028122196,3.3342403028122196,3.3342403028122196,-0.1492907094373169,-0.1492907094373169,-0.1492907094373169,3.4835310122495367,3.4835310122495367,3.4835310122495367,0.0,0.0,0.0,1.0635714273119303
2023-03-11,-2.291626281984903,1.0294576961574589,1.7883419308733108,-2.291626281984903,-2.291626281984903,3.7115935462236864,3.7115935462236864,3.7115935462236864,0.15433388784949234,0.15433388784949234,0.15433388784949234,3.5572596583741936,3.5572596583741936,3.5572596583741936,0.0,0.0,0.0,1.4199672642387835
2023-03-18,-2.3209666977293764,1.055183901420222,1.7820057278743007,-2.3209666977293764,-2.3209666977293764,3.7161005738897464,3.7161005738897464,3.7161005738897464,0.1543338878501336,0.1543338878501336,0.1543338878501336,3.561766686039613,3.561766686039613,3.561766686039613,0.0,0.0,0.0,1.39513387616037
2023-03-25,-2.35030711347385,0.9964432992165762,1.729594668500898,-2.35030711347385,-2.35030711347385,3.7044855609731795,3.7044855609731795,3.7044855609731795,0.15433388785000537,0.15433388785000537,0.15433388785000537,3.550151673123174,3.550151673123174,3.550151673123174,0.0,0.0,0.0,1.3541784474993297
2023-03-26,-2.3544986014552127,0.9570569633024757,1.6971756184097724,-2.3544986014552127,-2.3544986014552127,3.6791034590252982,3.6791034590252982,3.6791034590252982,0.13046232006888617,0.13046232006888617,0.13046232006888617,3.548641138956412,3.548641138956412,3.548641138956412,0.0,0.0,0.0,1.3246048575700855
