ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-01,20.165558,11.09971223778632,24.550650381770467,20.165558,20.165558,-2.364858268540176,-2.364858268540176,-2.364858268540176,-2.1134850388779114,-2.1134850388779114,-2.1134850388779114,-0.2513732296622643,-0.2513732296622643,-0.2513732296622643,0.0,0.0,0.0,17.800699731459826
2023-01-02,20.174716083828383,13.836794923380406,27.249976355373846,20.174716083828383,20.174716083828383,0.42576505737934717,0.42576505737934717,0.42576505737934717,0.7339110641644966,0.7339110641644966,0.7339110641644966,-0.3081460067851493,-0.3081460067851493,-0.3081460067851493,0.0,0.0,0.0,20.60048114120773
2023-01-03,20.183874167656764,13.25835056813073,27.23830538720503,20.183874167656764,20.183874167656764,0.1607120274438978,0.1607120274438978,0.1607120274438978,0.525848208804683,0.525848208804683,0.525848208804683,-0.36513618136078524,-0.36513618136078524,-0.36513618136078524,0.0,0.0,0.0,20.34458619510066
2023-01-04,20.19303225148515,14.456761350629197,27.98581661097598,20.19303225148515,20.19303225148515,1.1957724197270312,1.1957724197270312,1.1957724197270312,1.6166225368294398,1.6166225368294398,1.6166225368294398,-0.42085011710240827,-0.42085011710240827,-0.42085011710240827,0.0,0.0,0.0,21.38880467121218
2023-01-05,20.202190335313535,13.117459350821784,26.319279266664267,20.202190335313535,20.202190335313535,-0.34028671328496524,-0.34028671328496524,-0.34028671328496524,0.13355880999963202,0.13355880999963202,0.13355880999963202,-0.4738455232845973,-0.4738455232845973,-0.4738455232845973,0.0,0.0,0.0,19.86190362202857
2023-01-06,20.211348419141917,12.560777303044205,26.404281213828877,20.211348419141917,20.211348419141917,-0.7380932738962609,-0.7380932738962609,-0.7380932738962609,-0.2153285628837029,-0.2153285628837029,-0.2153285628837029,-0.522764711012558,-0.522764711012558,-0.522764711012558,0.0,0.0,0.0,19.473255145245655
2023-01-07,20.2205065029703,12.03402367853305,25.73687372517246,20.2205065029703,20.2205065029703,-1.247491481950307,-1.247491481950307,-1.247491481950307,-0.6811270180430229,-0.6811270180430229,-0.6811270180430229,-0.5663644639072839,-0.5663644639072839,-0.5663644639072839,0.0,0.0,0.0,18.973015021019993
2023-01-08,20.22966458679868,10.719188716340701,23.92801435439755,20.22966458679868,20.22966458679868,-2.7170269223833134,-2.7170269223833134,-2.7170269223833134,-2.113485038875106,-2.113485038875106,-2.113485038875106,-0.6035418835082077,-0.6035418835082077,-0.6035418835082077,0.0,0.0,0.0,17.512637664415365
2023-01-09,20.238822670627062,13.404644525208523,26.79688538940554,20.238822670627062,20.238822670627062,0.10055536496206217,0.10055536496206217,0.10055536496206217,0.7339110641659765,0.7339110641659765,0.7339110641659765,-0.6333556992039144,-0.6333556992039144,-0.6333556992039144,0.0,0.0,0.0,20.339378035589124
2023-01-10,20.247980754455448,13.144126019488876,27.2587810155014,20.247980754455448,20.247980754455448,-0.12919446215711936,-0.12919446215711936,-0.12919446215711936,0.5258482088074313,0.5258482088074313,0.5258482088074313,-0.6550426709645507,-0.6550426709645507,-0.6550426709645507,0.0,0.0,0.0,20.118786292298328
2023-01-11,20.25713883828383,14.697815263007303,27.940036887734372,20.25713883828383,20.25713883828383,0.9485936803234987,0.9485936803234987,0.9485936803234987,1.6166225368267908,1.6166225368267908,1.6166225368267908,-0.6680288565032925,-0.6680288565032925,-0.6680288565032925,0.0,0.0,0.0,21.205732518607327
2023-01-12,20.266296922027802,12.675846477170477,26.794711664506888,20.266296922027802,20.266296922027802,-0.5383768487774934,-0.5383768487774934,-0.5383768487774934,0.1335588100059751,0.1335588100059751,0.1335588100059751,-0.6719356587834684,-0.6719356587834684,-0.6719356587834684,0.0,0.0,0.0,19.72792007325031
2023-01-13,20.275455005771775,12.869186427234284,26.88349054709062,20.275455005771775,20.275455005771775,-0.8819092739799238,-0.8819092739799238,-0.8819092739799238,-0.215328562879802,-0.215328562879802,-0.215328562879802,-0.666580711100122,-0.666580711100122,-0.666580711100122,0.0,0.0,0.0,19.39354573179185
2023-01-14,20.28461308951575,12.143050357776817,25.903476988697125,20.28461308951575,20.28461308951575,-1.3331008096751795,-1.3331008096751795,-1.3331008096751795,-0.6811270180475402,-0.6811270180475402,-0.6811270180475402,-0.6519737916276392,-0.6519737916276392,-0.6519737916276392,0.0,0.0,0.0,18.95151227984057
2023-01-15,20.293771173259724,10.50528925376383,24.672305963751352,20.293771173259724,20.293771173259724,-2.741793122822854,-2.741793122822854,-2.741793122822854,-2.1134850388753783,-2.1134850388753783,-2.1134850388753783,-0.628308083947476,-0.628308083947476,-0.628308083947476,0.0,0.0,0.0,17.55197805043687
