ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-27,37.07207197718256,29.44489027958521,43.287599331803584,37.072031705918256,37.07211283993479,-0.9470800615210403,-0.9470800615210403,-0.9470800615210403,-5.008315484979476,-5.008315484979476,-5.008315484979476,4.061235423458437,4.061235423458437,4.061235423458437,0.0,0.0,0.0,36.12499191566152
2024-01-28,37.10942090421302,28.664188079676492,42.70218923094237,37.10937993881362,37.10946245996062,-1.2265773522781231,-1.2265773522781231,-1.2265773522781231,-5.428801811356097,-5.428801811356097,-5.428801811356097,4.202224459077975,4.202224459077975,4.202224459077975,0.0,0.0,0.0,35.8828435519349
2024-01-29,37.146769831243475,36.24528476359812,49.58482598100227,37.146728128380005,37.14681208710915,5.67581052887119,5.67581052887119,5.67581052887119,1.31638264869994,1.31638264869994,1.31638264869994,4.35942788017125,4.35942788017125,4.35942788017125,0.0,0.0,0.0,42.822580360114664
2024-01-30,37.18411875827394,36.75861546477105,51.372967872929934,37.18407631093091,37.18416173121103,6.917744745131434,6.917744745131434,6.917744745131434,2.389495989916727,2.389495989916727,2.389495989916727,4.528248755214706,4.528248755214706,4.528248755214706,0.0,0.0,0.0,44.101863503405376
2024-01-31,37.2214676853044,37.11395713026811,51.0355186889005,37.221424685774686,37.22151135000975,6.771840985713998,6.771840985713998,6.771840985713998,2.0680536516495223,2.0680536516495223,2.0680536516495223,4.703787334064476,4.703787334064476,4.703787334064476,0.0,0.0,0.0,43.9933086710184
2024-02-01,37.25881661233486,37.435667301089936,51.956952134828846,37.25877269536832,37.25886097762552,7.404949680234191,7.404949680234191,7.404949680234191,2.523995499997836,2.523995499997836,2.523995499997836,4.880954180236355,4.880954180236355,4.880954180236355,0.0,0.0,0.0,44.66376629256905
2024-02-02,37.29616553936532,37.050875148539426,52.00671341205293,37.29612135755713,37.29621072824507,7.193776099587401,7.193776099587401,7.193776099587401,2.1391895060706374,2.1391895060706374,2.1391895060706374,5.054586593516764,5.054586593516764,5.054586593516764,0.0,0.0,0.0,44.48994163895272
2024-02-03,37.333514466395776,31.198063741273486,45.4677106199432,37.33346932568752,37.33356028746066,0.2112503048939552,0.2112503048939552,0.2112503048939552,-5.008315484986725,-5.008315484986725,-5.008315484986725,5.21956578988068,5.21956578988068,5.21956578988068,0.0,0.0,0.0,37.544764771289735
2024-02-04,37.37086339342624,30.20371945431774,44.287270131511505,37.370817589246435,37.37090992570009,-0.057869511294000434,-0.057869511294000434,-0.057869511294000434,-5.428801811372253,-5.428801811372253,-5.428801811372253,5.370932300078252,5.370932300078252,5.370932300078252,0.0,0.0,0.0,37.31299388213224
2024-02-05,37.4082123204567,37.146996941856315,51.4173004709543,37.40816597801434,37.408259545332974,6.82037974551128,6.82037974551128,6.82037974551128,1.316382648701198,1.316382648701198,1.316382648701198,5.503997096810083,5.503997096810083,5.503997096810083,0.0,0.0,0.0,44.22859206596798
2024-02-06,37.445561247487156,38.414031088670306,52.894656409046476,37.445514132550436,37.44560942785179,8.003942052086929,8.003942052086929,8.003942052086929,2.3894959899152424,2.3894959899152424,2.3894959899152424,5.6144460621716865,5.6144460621716865,5.6144460621716865,0.0,0.0,0.0,45.44950329957408
2024-02-07,37.48291017451763,37.85038362245757,52.3030976303659,37.482862630172576,37.48295908337536,7.766489211568399,7.766489211568399,7.766489211568399,2.0680536516496018,2.0680536516496018,2.0680536516496018,5.6984355599187975,5.6984355599187975,5.6984355599187975,0.0,0.0,0.0,45.249399386086026
2024-02-08,37.52025910154808,38.62195822485498,52.82603695725786,37.520210831024414,37.52030865224844,8.276672577898218,8.276672577898218,8.276672577898218,2.5239954999979384,2.5239954999979384,2.5239954999979384,5.752677077900279,5.752677077900279,5.752677077900279,0.0,0.0,0.0,45.796931679446296
2024-02-09,37.557608028578535,37.74265561725282,52.80684761798069,37.55755889331337,37.55765820413403,7.913698656579986,7.913698656579986,7.913698656579986,2.1391895060870607,2.1391895060870607,2.1391895060870607,5.774509150492925,5.774509150492925,5.774509150492925,0.0,0.0,0.0,45.471306685158524
2024-02-10,37.59495695560901,31.155361157369388,45.291866785300265,37.59490709619695,37.59500784159507,0.7536395688389322,0.7536395688389322,0.7536395688389322,-5.008315484993973,-5.008315484993973,-5.008315484993973,5.761955053832906,5.761955053832906,5.761955053832906,0.0,0.0,0.0,38.34859652444794
2024-02-11,37.63230588263946,30.071194251759206,44.836262172516264,37.63225542278687,37.632357467572916,0.28496327077798117,0.28496327077798117,0.28496327077798117,-5.428801811369885,-5.428801811369885,-5.428801811369885,5.713765082147866,5.713765082147866,5.713765082147866,0.0,0.0,0.0,37.917269153417436
2024-02-12,37.66965480966992,37.6653951670514,51.735565680401784,37.66960392134367,37.66970695610552,6.945825203293608,6.945825203293608,6.945825203293608,1.3163826487097943,1.3163826487097943,1.3163826487097943,5.6294425545838145,5.6294425545838145,5.6294425545838145,0.0,0.0,0.0,44.61548001296353
2024-02-13,37.707003736700386,37.876272602600814,52.84701138436322,37.70695209638544,37.70705617933039,7.898749051401871,7.898749051401871,7.898749051401871,2.389495989913757,2.389495989913757,2.389495989913757,5.509253061488114,5.509253061488114,5.509253061488114,0.0,0.0,0.0,45.60575278810226
2024-02-14,37.74435266373084,37.653472788345184,51.84204320033762,37.74429986230527,37.744405432171376,7.422270480743615,7.422270480743615,7.422270480743615,2.0680536516493175,2.0680536516493175,2.0680536516493175,5.3542168290942955,5.3542168290942955,5.3542168290942955,0.0,0.0,0.0,45.16662314447445
2024-02-15,37.7817015907613,37.577483489292064,52.88431757183074,37.78164832196352,37.78175522005553,7.69007995408105,7.69007995408105,7.69007995408105,2.5239954999996246,2.5239954999996246,2.5239954999996246,5.166084454081426,5.166084454081426,5.166084454081426,0.0,0.0,0.0,45.47178154484235
2024-02-16,37.819050517791766,37.96537925915181,51.73167843271542,37.81899671894174,37.81910475784725,7.086486132333233,7.086486132333233,7.086486132333233,2.1391895060857387,2.1391895060857387,2.1391895060857387,4.9472966262474944,4.9472966262474944,4.9472966262474944,0.0,0.0,0.0,44.905536650125
2024-02-17,37.85639944482222,30.63589058516713,44.56354152956633,37.856344814831616,37.856454489980436,-0.30738667442975554,-0.30738667442975554,-0.30738667442975554,-5.008315484997008,-5.008315484997008,-5.008315484997008,4.700928810567253,4.700928810567253,4.700928810567253,0.0,0.0,0.0,37.549012770392466
2024-02-18,37.89374837185269,29.690950992765014,44.01993312793195,37.89369279873386,37.893804065370595,-0.9981796202095744,-0.9981796202095744,-0.9981796202095744,-5.428801811367517,-5.428801811367517,-5.428801811367517,4.430622191157943,4.430622191157943,4.430622191157943,0.0,0.0,0.0,36.89556875164311
2024-02-19,37.931097298883145,35.970379381591655,50.837699647189005,37.93104159677292,37.93115361098119,5.456885130752036,5.456885130752036,5.456885130752036,1.3163826487110522,1.3163826487110522,1.3163826487110522,4.140502482040985,4.140502482040985,4.140502482040985,0.0,0.0,0.0,43.38798242963518
2024-02-20,37.9684462259136,36.87564674229598,50.99777919102999,37.96838963410095,37.96850310027889,6.2245844658608736,6.2245844658608736,6.2245844658608736,2.3894959899176444,2.3894959899176444,2.3894959899176444,3.835088475943228,3.835088475943228,3.835088475943228,0.0,0.0,0.0,44.193030691774474
2024-02-21,38.00579515294407,36.76589123552875,50.652339131543194,38.005737797591365,38.005852696263794,5.58724607855212,5.58724607855212,5.58724607855212,2.0680536516490324,2.0680536516490324,2.0680536516490324,3.519192426903088,3.519192426903088,3.519192426903088,0.0,0.0,0.0,43.59304123149619
2024-02-22,38.043144079974525,36.789557133170085,50.832230636672534,38.04308560580687,38.043202454840134,5.721810039860993,5.721810039860993,5.721810039860993,2.523995499999727,2.523995499999727,2.523995499999727,3.1978145398612656,3.1978145398612656,3.1978145398612656,0.0,0.0,0.0,43.764954119835515
2024-02-23,38.08049300700499,35.760866023435,49.977545280789414,38.080433259424886,38.0805523868617,5.015223472768928,5.015223472768928,5.015223472768928,2.1391895060779853,2.1391895060779853,2.1391895060779853,2.8760339666909425,2.8760339666909425,2.8760339666909425,0.0,0.0,0.0,43.09571647977392
2024-02-24,38.11784193403545,28.228190216098632,42.849495378854556,38.11778129920925,38.11790221601379,-2.4494167048721023,-2.4494167048721023,-2.4494167048721023,-5.008315485000045,-5.008315485000045,-5.008315485000045,2.5588987801279424,2.5588987801279424,2.5588987801279424,0.0,0.0,0.0,35.66842522916335
2024-02-25,38.155190861065904,27.731326866882586,42.52832506022779,38.15512951106251,38.15525191234611,-3.177484398232012,-3.177484398232012,-3.177484398232012,-5.428801811383671,-5.428801811383671,-5.428801811383671,2.25131741315166,2.25131741315166,2.25131741315166,0.0,0.0,0.0,34.97770646283389
2024-02-26,38.19253978809637,34.53917636414718,48.387649939015795,38.19247752990931,38.19260174715029,3.274336659635425,3.274336659635425,3.274336659635425,1.3163826487159782,1.3163826487159782,1.3163826487159782,1.9579540109194458,1.9579540109194458,1.9579540109194458,0.0,0.0,0.0,41.46687644773179
2024-02-27,38.229888715126826,35.2968874768826,49.61878065614727,38.22982548699517,38.22995165951965,4.072626036048922,4.072626036048922,4.072626036048922,2.389495989918398,2.389495989918398,2.389495989918398,1.6831300461305234,1.6831300461305234,1.6831300461305234,0.0,0.0,0.0,42.30251475117575
